record_id,organization_name,monitor_url,source_type,source_provider,source_listing_url,source_api_url,source_stage,previous_result,extraction_result,extraction_reason,jobs_found,extraction_error,extraction_checked_at_utc
113,Colabsoftware,https://www.colabsoftware.com/careers,ats,greenhouse,https://www.colabsoftware.com/careers,,stage1,confirmed_external_ats_active,,,0,,
122,Covergo,https://covergo.com/careers/,ats,workable,https://covergo.com/careers/,,stage1,confirmed_external_ats_active,,,0,,
124,Cresta,https://cresta.com/careers,static_html_listing,,https://cresta.com/careers,,stage1,confirmed_career_page_active,,,0,,
128,Careers,https://curtisswright.com/careers,ats,workday,https://curtisswright.com/careers,,stage1,confirmed_external_ats_active,,,0,,
129,Careers,https://careers.cushmanwakefield.com/en/,ats,workday,https://careers.cushmanwakefield.com/en/,,stage1,confirmed_external_ats_active,,,0,,
131,Cybrid,https://cybrid.xyz/careers,ats,greenhouse,https://cybrid.xyz/careers,,stage1,confirmed_external_ats_active,,,0,,
132,Dwavequantum,https://www.dwavequantum.com/company/careers/,ats,rippling,https://www.dwavequantum.com/company/careers/,,stage1,confirmed_external_ats_active,,,0,,
134,Datassential,https://datassential.com/careers/,ats,workable,https://datassential.com/careers/,,stage1,confirmed_external_ats_active,,,0,,
136,Dcc-cdc,https://www.dcc-cdc.gc.ca/careers,ats,taleo,https://www.dcc-cdc.gc.ca/careers,,stage1,confirmed_external_ats_active,,,0,,
138,Careers,https://careers.deloitte.ca/,static_html_listing,,https://careers.deloitte.ca/,,stage1,confirmed_career_page_active,,,0,,
140,Dt,https://www.dt.com/about-us/careers/,static_html_listing,,https://www.dt.com/about-us/careers/,,stage1,confirmed_career_page_active,,,0,,
141,Docker,https://www.docker.com/careers/,static_html_listing,,https://www.docker.com/careers/,,stage1,confirmed_career_page_active,,,0,,
152,Careers,https://jobs.egis-group.com/,ats,smartrecruiters,https://jobs.egis-group.com/,,stage1,confirmed_external_ats_active,,,0,,
154,Epeconsulting,https://epeconsulting.com/careers,ats,icims,https://epeconsulting.com/careers,,stage1,confirmed_external_ats_active,,,0,,
156,Elevenlabs,https://elevenlabs.io/careers,static_html_listing,,https://elevenlabs.io/careers,,stage1,confirmed_career_page_active,,,0,,
158,Emeritus,https://careers.emeritus.org/,static_html_listing,,https://careers.emeritus.org/,,stage1,confirmed_career_page_active,,,0,,
161,Epicgames,https://www.epicgames.com/site/careers?lang=en-US,static_html_listing,,https://www.epicgames.com/site/careers?lang=en-US,,stage1,confirmed_career_page_active,,,0,,
164,Ericsson,https://www.ericsson.com/en/careers,static_html_listing,,https://www.ericsson.com/en/careers,,stage1,confirmed_career_page_active,,,0,,
166,Exeevo,https://exeevo.com/about-us/careers/,ats,bamboohr,https://exeevo.com/about-us/careers/,,stage1,confirmed_external_ats_active,,,0,,
167,Exp,https://www.exp.com/careers/,ats,oracle,https://www.exp.com/careers/,,stage1,confirmed_external_ats_active,,,0,,
169,Careers,https://careers.ey.com/,static_html_listing,,https://careers.ey.com/,,stage1,confirmed_career_page_active,,,0,,
170,Farber,https://www.farber.ca/careers,static_html_listing,,https://www.farber.ca/careers,,stage1,confirmed_career_page_active,,,0,,
172,Farmboy,https://www.farmboy.ca/careers/,ats,smartrecruiters,https://www.farmboy.ca/careers/,,stage1,confirmed_external_ats_no_openings,,,0,,
174,Fellow,https://fellow.ai/careers,ats,bamboohr,https://fellow.ai/careers,,stage1,confirmed_external_ats_active,,,0,,
178,Forwardfinancing,https://www.forwardfinancing.com/careers/,static_html_listing,,https://www.forwardfinancing.com/careers/,,stage1,confirmed_career_page_active,,,0,,
180,Futureelectronics,https://www.futureelectronics.com/careers,static_html_listing,,https://www.futureelectronics.com/careers,,stage1,confirmed_career_page_active,,,0,,
184,Getuniflo,https://getuniflo.com/careers,static_html_listing,,https://getuniflo.com/careers,,stage1,confirmed_career_page_active,,,0,,
185,Gflenv,https://careers.gflenv.com/,static_html_listing,,https://careers.gflenv.com/,,stage1,confirmed_career_page_active,,,0,,
187,About,https://about.gitlab.com/jobs/,static_html_listing,,https://about.gitlab.com/jobs/,,stage1,confirmed_career_page_active,,,0,,
191,Govspend,https://govspend.com/careers/,ats,applytojob,https://govspend.com/careers/,,stage1,confirmed_external_ats_active,,,0,,
194,Grafana,https://job-boards.greenhouse.io/grafanalabs/,ats,greenhouse,https://job-boards.greenhouse.io/grafanalabs/,,stage1,confirmed_external_ats_active,,,0,,
197,Careers,https://www.guidewire.com/about/careers,static_html_listing,,https://www.guidewire.com/about/careers,,stage1,confirmed_career_page_active,,,0,,
199,Harriscomputer,https://harriscomputer.wd3.myworkdayjobs.com/1,ats,workday,https://harriscomputer.wd3.myworkdayjobs.com/1,,stage1,confirmed_external_ats_active,,,0,,
202,Hstk,https://hstk.com/careers/,static_html_listing,,https://hstk.com/careers/,,stage1,confirmed_career_page_active,,,0,,
204,Healthtech,https://www.healthtech.ca/careers,ats,workday,https://www.healthtech.ca/careers,,stage1,confirmed_external_ats_active,,,0,,
205,Careers,https://careers.hfsinclair.com/,static_html_listing,,https://careers.hfsinclair.com/,,stage1,confirmed_career_page_active,,,0,,
207,Hiive,https://www.hiive.com/careers,ats,ashby,https://www.hiive.com/careers,,stage1,confirmed_external_ats_active,,,0,,
210,Global,https://global.hitachi-solutions.com/careers/,ats,smartrecruiters,https://global.hitachi-solutions.com/careers/,,stage1,confirmed_external_ats_active,,,0,,
215,Careers,https://careers.icf.com/us/en,static_html_listing,,https://careers.icf.com/us/en,,stage1,confirmed_career_page_active,,,0,,
216,Careers,https://careers.iconplc.com/,static_html_listing,,https://careers.iconplc.com/,,stage1,confirmed_career_page_active,,,0,,
221,Infoblox,https://www.infoblox.com/company/careers/,ats,oracle,https://www.infoblox.com/company/careers/,,stage1,confirmed_external_ats_active,,,0,,
223,Insurity,https://insurity.com/careers,ats,greenhouse,https://insurity.com/careers,,stage1,confirmed_external_ats_active,,,0,,
225,Invertbio,https://invertbio.com/careers,ats,ashby,https://invertbio.com/careers,,stage1,confirmed_external_ats_active,,,0,,
226,Jobs,https://jobs.iqvia.com/en,ats,workday,https://jobs.iqvia.com/en,,stage1,confirmed_external_ats_active,,,0,,
227,Irissoftware,https://www.irissoftware.com/careers/,static_html_listing,,https://www.irissoftware.com/careers/,,stage1,confirmed_career_page_active,,,0,,
232,Jitterbit,https://www.jitterbit.com/careers/,static_html_listing,,https://www.jitterbit.com/careers/,,stage1,confirmed_career_page_active,,,0,,
242,Kinaxis,https://www.kinaxis.com/en/careers,static_html_listing,,https://www.kinaxis.com/en/careers,,stage1,confirmed_career_page_active,,,0,,
241,Kimoby,https://www.kimoby.com/careers,static_html_listing,,https://www.kimoby.com/careers,,stage1,confirmed_career_page_active,,,0,,
243,Kindsight,https://careers.kindsight.io/,static_html_listing,,https://careers.kindsight.io/,,stage1,confirmed_career_page_active,,,0,,
247,Konghq,https://konghq.com/company/careers,ats,ashby,https://konghq.com/company/careers,,stage1,confirmed_external_ats_active,,,0,,
248,Kraken,https://www.kraken.com/careers,ats,ashby,https://www.kraken.com/careers,,stage1,confirmed_external_ats_active,,,0,,
249,Kyndryl,https://www.kyndryl.com/us/en/careers,ats,workday,https://www.kyndryl.com/us/en/careers,,stage1,confirmed_external_ats_active,,,0,,
250,Careers,https://careers.loreal.com/en_US/content,static_html_listing,,https://careers.loreal.com/en_US/content,,stage1,confirmed_career_page_active,,,0,,
254,Lemfi,https://jobs.ashbyhq.com/lemfi,ats,ashby,https://jobs.ashbyhq.com/lemfi,,stage1,confirmed_external_ats_active,,,0,,
258,Lexful,https://lexful.ai/careers,static_html_listing,,https://lexful.ai/careers,,stage1,confirmed_career_page_active,,,0,,
257,Leveragetek,https://leveragetek.ca/en/about-us/careers-at-leveragetek/,static_html_listing,,https://leveragetek.ca/en/about-us/careers-at-leveragetek/,,stage1,confirmed_career_page_active,,,0,,
261,Lightspeedhq,https://www.lightspeedhq.com/careers/,static_html_listing,,https://www.lightspeedhq.com/careers/,,stage1,confirmed_career_page_active,,,0,,
265,Lorventech,https://lorventech.com/careers/,static_html_listing,,https://lorventech.com/careers/,,stage1,confirmed_career_page_active,,,0,,
270,Magnetforensics,https://www.magnetforensics.com/careers-at-magnet/,ats,lever,https://www.magnetforensics.com/careers-at-magnet/,,stage1,confirmed_external_ats_active,,,0,,
272,Careers,https://careers.mheducation.com/,ats,icims,https://careers.mheducation.com/,,stage1,confirmed_external_ats_active,,,0,,
277,Mercor,https://www.mercor.com/careers/,static_html_listing,,https://www.mercor.com/careers/,,stage1,confirmed_career_page_active,,,0,,
278,Mercury,https://mercury.com/jobs,ats,greenhouse,https://mercury.com/jobs,,stage1,confirmed_external_ats_active,,,0,,
282,Mitratech,https://mitratech.com/about-us/careers/,ats,greenhouse,https://mitratech.com/about-us/careers/,,stage1,confirmed_external_ats_active,,,0,,
286,Moosehead,https://moosehead.ca/careers/,static_html_listing,,https://moosehead.ca/careers/,,stage1,confirmed_career_page_active,,,0,,
287,Usemultiplier,https://www.usemultiplier.com/careers,static_html_listing,,https://www.usemultiplier.com/careers,,stage1,confirmed_career_page_active,,,0,,
289,Corp,https://corp.narvar.com/careers/all,ats,greenhouse,https://corp.narvar.com/careers/all,,stage1,confirmed_external_ats_active,,,0,,
294,Netomi,https://www.netomi.com/careers,ats,lever,https://www.netomi.com/careers,,stage1,confirmed_external_ats_active,,,0,,
293,Netlify,https://www.netlify.com/careers/,ats,greenhouse,https://www.netlify.com/careers/,,stage1,confirmed_external_ats_active,,,0,,
295,Nevvon,https://www.nevvon.com/careers/,static_html_listing,,https://www.nevvon.com/careers/,,stage1,confirmed_career_page_active,,,0,,
300,Numeris,https://numeris.ca/working-at-numeris/,ats,lever,https://numeris.ca/working-at-numeris/,,stage1,confirmed_external_ats_active,,,0,,
301,Careers,https://careers.nutanix.com/en/,static_html_listing,,https://careers.nutanix.com/en/,,stage1,confirmed_career_page_active,,,0,,
302,Oclc,https://www.oclc.org/en/careers.html,ats,workday,https://www.oclc.org/en/careers.html,,stage1,confirmed_external_ats_active,,,0,,
303,Okta,https://www.okta.com/company/careers/,static_html_listing,,https://www.okta.com/company/careers/,,stage1,confirmed_career_page_active,,,0,,
307,Opendoor,https://www.opendoor.com/careers,static_html_listing,,https://www.opendoor.com/careers,,stage1,confirmed_career_page_active,,,0,,
308,Opsguru,https://carbon60.bamboohr.com/careers,ats,bamboohr,https://carbon60.bamboohr.com/careers,,stage1,confirmed_external_ats_active,,,0,,
310,Organigram,https://www.organigram.ca/careers,ats,dayforce,https://www.organigram.ca/careers,,stage1,confirmed_external_ats_active,,,0,,
315,Jobs,https://jobs.paloaltonetworks.com/en,ats,workday,https://jobs.paloaltonetworks.com/en,,stage1,confirmed_external_ats_active,,,0,,
317,Passionfruitpartners,https://www.passionfruitpartners.com/careers,static_html_listing,,https://www.passionfruitpartners.com/careers,,stage1,confirmed_career_page_active,,,0,,
309,Optro,https://optro.ai/careers,ats,ashby,https://optro.ai/careers,,stage1,confirmed_external_ats_active,,,0,,
318,Pendo,https://www.pendo.io/careers/,ats,greenhouse,https://www.pendo.io/careers/,,stage1,confirmed_external_ats_active,,,0,,
321,Planet,https://www.planet.com/company/careers/,static_html_listing,,https://www.planet.com/company/careers/,,stage1,confirmed_career_page_active,,,0,,
324,Powertakeoff,https://powertakeoff.com/careers/,ats,rippling,https://powertakeoff.com/careers/,,stage1,confirmed_external_ats_active,,,0,,
327,Princetonits,http://princetonits.com/,static_html_listing,,http://princetonits.com/,,stage1,confirmed_career_page_active,,,0,,
331,Properexpression,https://www.properexpression.com/careers,static_html_listing,,https://www.properexpression.com/careers,,stage1,confirmed_career_page_active,,,0,,
336,Careers,https://www.quadient.com/en-us/careers,static_html_listing,,https://www.quadient.com/en-us/careers,,stage1,confirmed_career_page_active,,,0,,
347,Randstad,https://www.randstad.ca/jobs/,static_html_listing,,https://www.randstad.ca/jobs/,,stage1,confirmed_career_page_active,,,0,,
346,Randgroup,https://www.randgroup.com/careers/,ats,icims,https://www.randgroup.com/careers/,,stage1,confirmed_external_ats_active,,,0,,
350,Reallygreatreading,https://job-boards.greenhouse.io/reallygreatreading,ats,greenhouse,https://job-boards.greenhouse.io/reallygreatreading,,stage1,confirmed_external_ats_active,,,0,,
351,Jobs,https://jobs.redbull.com/ca-en,static_html_listing,,https://jobs.redbull.com/ca-en,,stage1,confirmed_career_page_active,,,0,,
353,Redswan,https://redswan.io/careers/,static_html_listing,,https://redswan.io/careers/,,stage1,confirmed_career_page_active,,,0,,
358,Rezdy,https://rezdy.com/careers/,static_html_listing,,https://rezdy.com/careers/,,stage1,confirmed_career_page_active,,,0,,
361,Riverside,https://careers.riverside.com/,static_html_listing,,https://careers.riverside.com/,,stage1,confirmed_career_page_active,,,0,,
362,Roberthalf,https://www.roberthalf.com/ca/en/find-jobs,static_html_listing,,https://www.roberthalf.com/ca/en/find-jobs,,stage1,confirmed_career_page_active,,,0,,
367,Safran-group,https://www.safran-group.com/jobs,static_html_listing,,https://www.safran-group.com/jobs,,stage1,confirmed_career_page_active,,,0,,
371,Sardine,https://www.sardine.ai/careers,ats,ashby,https://www.sardine.ai/careers,,stage1,confirmed_external_ats_active,,,0,,
372,Scalepad,https://www.scalepad.com/careers,ats,bamboohr,https://www.scalepad.com/careers,,stage1,confirmed_external_ats_active,,,0,,
373,Scileads,https://scileads.com/careers/,static_html_listing,,https://scileads.com/careers/,,stage1,confirmed_career_page_active,,,0,,
374,Screamingpower,https://screamingpower.com/careers/,static_html_listing,,https://screamingpower.com/careers/,,stage1,confirmed_career_page_active,,,0,,
375,Searidgetech,https://searidgetech.com/careers,static_html_listing,,https://searidgetech.com/careers,,stage1,confirmed_career_page_active,,,0,,
384,Careers,https://careers.skyworksinc.com/,static_html_listing,,https://careers.skyworksinc.com/,,stage1,confirmed_career_page_active,,,0,,
392,Sophos,https://www.sophos.com/en-us/company/careers,ats,lever,https://www.sophos.com/en-us/company/careers,,stage1,confirmed_external_ats_active,,,0,,
396,Parks,https://parks.canada.ca/agence-agency/emplois-jobs,static_html_listing,,https://parks.canada.ca/agence-agency/emplois-jobs,,stage1,confirmed_career_page_active,,,0,,
402,Stantec,https://stantec.jobs/,static_html_listing,,https://stantec.jobs/,,stage1,confirmed_career_page_active,,,0,,
406,Stripe,https://stripe.com/en-ca/jobs,static_html_listing,,https://stripe.com/en-ca/jobs,,stage1,confirmed_career_page_active,,,0,,
408,Stymiest,https://www.stymiest.ca/careers,ats,bamboohr,https://www.stymiest.ca/careers,,stage1,confirmed_external_ats_active,,,0,,
410,Careers,https://careers.superside.com/,static_html_listing,,https://careers.superside.com/,,stage1,confirmed_career_page_active,,,0,,
415,Careers,https://careers.synopsys.com/,static_html_listing,,https://careers.synopsys.com/,,stage1,confirmed_career_page_active,,,0,,
419,Tailscale,https://tailscale.com/careers,ats,greenhouse,https://tailscale.com/careers,,stage1,confirmed_external_ats_active,,,0,,
426,Tekleaders,https://tekleaders.com/careers/,static_html_listing,,https://tekleaders.com/careers/,,stage1,confirmed_career_page_active,,,0,,
429,Teladochealth,https://www.teladochealth.ca/careers,static_html_listing,,https://www.teladochealth.ca/careers,,stage1,confirmed_career_page_active,,,0,,
430,Telesat,https://www.telesat.com/careers/,static_html_listing,,https://www.telesat.com/careers/,,stage1,confirmed_career_page_active,,,0,,
432,Tenstorrent,https://tenstorrent.com/careers,ats,greenhouse,https://tenstorrent.com/careers,,stage1,confirmed_external_ats_active,,,0,,
434,Testgorilla,https://www.testgorilla.com/careers/,ats,ashby,https://www.testgorilla.com/careers/,,stage1,confirmed_external_ats_active,,,0,,
435,Careers,https://careers.textron.com/,ats,taleo,https://careers.textron.com/,,stage1,confirmed_external_ats_active,,,0,,
442,Thomascavanagh,https://thomascavanagh.ca/job-postings/,static_html_listing,,https://thomascavanagh.ca/job-postings/,,stage1,confirmed_career_page_active,,,0,,
444,Thrive,https://thrive.health/careers,static_html_listing,,https://thrive.health/careers,,stage1,confirmed_career_page_active,,,0,,
448,Toptal,https://www.toptal.com/careers,static_html_listing,,https://www.toptal.com/careers,,stage1,confirmed_career_page_active,,,0,,
457,Trmlabs,https://www.trmlabs.com/careers,static_html_listing,,https://www.trmlabs.com/careers,,stage1,confirmed_career_page_active,,,0,,
458,Tropicanabrandsgroup,https://www.tropicanabrandsgroup.com/careers,static_html_listing,,https://www.tropicanabrandsgroup.com/careers,,stage1,confirmed_career_page_active,,,0,,
462,Careers,https://www.uipath.com/careers/jobs/,ats,ashby,https://www.uipath.com/careers/jobs/,,stage1,confirmed_external_ats_active,,,0,,
465,Upwork,https://www.upwork.com/careers,static_html_listing,,https://www.upwork.com/careers,,stage1,confirmed_career_page_active,,,0,,
470,Vantagegroup,https://www.vantagegroup.com/careers/,ats,icims,https://www.vantagegroup.com/careers/,,stage1,confirmed_external_ats_active,,,0,,
471,Venasolutions,https://vena.pinpointhq.com/,static_html_listing,,https://vena.pinpointhq.com/,,stage1,confirmed_career_page_active,,,0,,
476,Vertisystem,https://vertisystem.com/careers,static_html_listing,,https://vertisystem.com/careers,,stage1,confirmed_career_page_active,,,0,,
482,Vrize,https://vrize.com/careers,static_html_listing,,https://vrize.com/careers,,stage1,confirmed_career_page_active,,,0,,
484,Wagepoint,https://www.wagepoint.com/careers/,static_html_listing,,https://www.wagepoint.com/careers/,,stage1,confirmed_career_page_active,,,0,,
488,Careers,https://careers.wholefoods.com/,static_html_listing,,https://careers.wholefoods.com/,,stage1,confirmed_career_page_active,,,0,,
497,Xero,https://careers.xero.com/,ats,ashby,https://careers.xero.com/,,stage1,confirmed_external_ats_active,,,0,,
498,Xplore,https://www.xplore.ca/about/careers/,ats,adp,https://www.xplore.ca/about/careers/,,stage1,confirmed_external_ats_active,,,0,,
499,Xprize,https://www.xprize.org/careers,ats,applytojob,https://www.xprize.org/careers,,stage1,confirmed_external_ats_active,,,0,,
500,Yelp,https://www.yelp.careers/us/en,ats,icims,https://www.yelp.careers/us/en,,stage1,confirmed_external_ats_active,,,0,,
503,Zapier,https://zapier.com/jobs,ats,ashby,https://zapier.com/jobs,,stage1,confirmed_external_ats_active,,,0,,
