record_id,organization_name,title,job_url,source_type,source_provider,rejection_reason
165,AltaLink,Leadership,https://www.altalink.ca/governance/leadership/,ats,workable,title_is_navigation
166,Algoma Central,Our CompanyOur CompanyOur HistoryOur LeadershipContact Us,https://www.algonet.com/the-company/,static_html_listing,,title_is_navigation
166,Algoma Central,Our Leadership,https://www.algonet.com/the-company/our-leadership/,static_html_listing,,title_is_navigation
176,Ambulance New Brunswick,Who We AreOur ValuesWhat We DoStrategic PlanningAccreditationAnnual Business PlanAnnual ReportsQuality Improvement PlanStakeholdersBoard of DirectorsLatest News,https://ambulancenb.ca/en/who-we-are/,static_html_listing,,title_is_sentence
176,Ambulance New Brunswick,Patients & FamiliesPatient Rights and ResponsibilitiesPatient & Family AdvisorsPrivacy,https://ambulancenb.ca/en/patients-families/,static_html_listing,,title_is_navigation
176,Ambulance New Brunswick,"Tuition bursary program extended for paramedics, emergency medical technicians. To find out more, click here.",https://www.gnb.ca/en/news/n-b.2026.04.tuition-bursary-program-extended-for-paramedics-emergency-medical-technicians.html,static_html_listing,,title_is_sentence
191,Angstrom Engineering (Canada),"ConsumablesFriendly service, great prices, large inventory, high purity, and global shipping.Contact UsCoatingsOur expert team of process scientists design and deposit thin-film solutions.Contact Us",https://angstromengineering.com/materials/,static_html_listing,,title_is_navigation
197,Anishinabek Nation,GOVERNANCEAnishinaabe Chi-NaaknigewinAnishinaabe GiizhigadCommittees and CommissionersGrand CouncilLeadership CouncilNation CouncilPolitical Updates,https://anishinabek.ca/employment/,static_html_listing,,title_is_navigation
197,Anishinabek Nation,Leadership Council,https://anishinabek.ca/political/leadership-council/,static_html_listing,,title_is_navigation
208,Applanix,Education & Leadership,https://www.trimble.com/en/education,static_html_listing,,title_is_navigation
208,Applanix,Thought Leadership,https://www.trimble.com/en/blog/trimble,static_html_listing,,title_is_navigation
206,Ansys (Canada),Leadership,https://www.ansys.com/company-information/leadership,static_html_listing,,title_is_navigation
238,Arrow Lakes Hospital,Leadership,https://www.orlandohealth.com/about-us/leadership,ats,icims,title_is_navigation
238,Arrow Lakes Hospital,Leadership,https://www.orlandohealth.com/nursing/leadership,ats,icims,title_is_navigation
254,Asigra,CompanyIn the NewsPress ReleasesAwardsLeadershipCareersContact Us,https://www.asigra.com/company,ats,bamboohr,title_is_navigation
254,Asigra,Leadership,https://www.asigra.com/company/leadership,ats,bamboohr,title_is_navigation
254,Asigra,CompanyBack to MainCompanyIn the NewsPress ReleasesAwardsLeadershipCareersContact Us,https://www.asigra.com/company,ats,bamboohr,title_is_navigation
254,Asigra,Meet our leadership team,https://www.asigra.com/company/leadership,ats,bamboohr,title_is_navigation
254,Asigra,CompanyIn the NewsPress ReleasesAwardsLeadershipCareersContact UsPartnersLegal,https://www.asigra.com/company,ats,bamboohr,title_is_navigation
252,Ashbury College,"AboutLeadership & WelcomeMission, Vision, ValuesPluralism CommitmentHistoryBoard & CommitteesAccreditations",https://ashbury.ca/about-us/,ats,dayforce,title_is_navigation
252,Ashbury College,Leadership & Welcome,https://ashbury.ca/about-us/#Leadership-Team,ats,dayforce,title_is_navigation
271,Association for Rural & Small Libraries,ARSL Leadership Institute Archive,https://www.arsl.org/arsl-leadership-institute-archive,ats,adp,title_is_navigation
271,Association for Rural & Small Libraries,Five or more years of high-level public library leadership experience is required.,,ats,adp,title_is_navigation
271,Association for Rural & Small Libraries,https://www.oahumanresources.com/news/career-opportunity-library-director-university-city-public-library-mo,https://www.oahumanresources.com/news/career-opportunity-library-director-university-city-public-library-mo,ats,adp,title_is_url
271,Association for Rural & Small Libraries,https://jobs.gusto.com/postings/collaborative-summer-library-program-marketing-coordinator-8ef74362-e403-44d9-95f9-14d33783f49f,https://jobs.gusto.com/postings/collaborative-summer-library-program-marketing-coordinator-8ef74362-e403-44d9-95f9-14d33783f49f,ats,adp,title_is_url
271,Association for Rural & Small Libraries,https://recruiting.paylocity.com/recruiting/jobs/Details/4050203/Library-Systems-Services-LLC/Library---Branch-Manager-I,https://recruiting.paylocity.com/recruiting/jobs/Details/4050203/Library-Systems-Services-LLC/Library---Branch-Manager-I,ats,adp,title_is_url
271,Association for Rural & Small Libraries,Five or more years of relevant organizational or departmental leadership experience in a mission-based organization is required.,,ats,adp,title_is_navigation
271,Association for Rural & Small Libraries,https://www.oahumanresources.com/news/career-opportunity-library-director-grafton-midview-public-library-oh,https://www.oahumanresources.com/news/career-opportunity-library-director-grafton-midview-public-library-oh,ats,adp,title_is_url
271,Association for Rural & Small Libraries,https://cclibrary.net/wp-content/uploads/sites/26/2026/04/charlotte.county.library.director.job_.description.pdf,https://cclibrary.net/wp-content/uploads/sites/26/2026/04/charlotte.county.library.director.job_.description.pdf,ats,adp,title_is_url
271,Association for Rural & Small Libraries,https://www.arlibrary.org/images/AsheDocs/Ashe_Job_Postings/acpl-circ-manager-2026.pdf,https://www.arlibrary.org/images/AsheDocs/Ashe_Job_Postings/acpl-circ-manager-2026.pdf,ats,adp,title_is_url
271,Association for Rural & Small Libraries,Seven or more years of relevant organizational or departmental leadership experience in a mission-based organization is required.,,ats,adp,title_is_navigation
281,AstenJohnson,Leadership,https://www.astenjohnson.com/about/leadership/,ats,dayforce,title_is_navigation
283,Astellas Pharma (Canada),Leadership,https://www.astellas.com/en/about/leadership,unknown,,title_is_navigation
351,Bamfield Marine Sciences Centre,BMSCOverviewGovernanceHow you can helpStaff DirectoryOur TeamHistoryEmployment OpportunitiesFunding Agencies & PartnersBMSC Souvenir StoreHow to Get HereCampus MapFrequently Asked Questions (FAQ),https://bamfieldmsc.com/bmsc-overview/,static_html_listing,,title_is_navigation
359,Bank of Canada,Our leadership,https://www.bankofcanada.ca/about/governing-council/,static_html_listing,,title_is_navigation
360,Bantrel Co.,Leadership,https://bantrel.com/about-us/leadership,ats,smartrecruiters,title_is_navigation
364,Barracuda Networks,Leadership,https://www.barracuda.com/company/leadership,ats,jobvite,title_is_navigation
364,Barracuda Networks,"Jul. 6, 2026BlogMichelle Hodges on Inclusive Channel Leadership | Barracuda",https://blog.barracuda.com/2026/07/06/inclusive-channel-leadership-michelle-hodges,ats,jobvite,title_is_navigation
381,Bayfield Avenue,Working HereWhy us?Core behavioursLeadership competencies,https://jobs-emplois.ottawa.ca/city-jobs?locale=en_GB,ats,recruitee,title_is_navigation
381,Bayfield Avenue,Leadership competencies,https://jobs-emplois.ottawa.ca/city-jobs/content/Leadership-competencies/?locale=en_GB,ats,recruitee,title_is_navigation
399,BDC,Leadership and PeopleHone effective management skills,https://www.bdc.ca/en/consulting/leadership-management,unknown,blocked,title_is_navigation
399,BDC,Leadership skills,https://www.bdc.ca/en/articles-tools/entrepreneurial-skills,unknown,blocked,title_is_navigation
427,Berrigan Elementary School,Leadership & Professional PositionsManagement & ProfessionalPrincipal & Vice-Principal,https://www.ocdsb.ca/careers/job-opportunities/leadership-positions,static_html_listing,,title_is_navigation
427,Berrigan Elementary School,Leadership & Professional Positions,https://www.ocdsb.ca/careers/job-opportunities/leadership-positions,static_html_listing,,title_is_navigation
427,Berrigan Elementary School,Leadership and Growth,https://www.ocdsb.ca/careers/leadership-and-growth,static_html_listing,,title_is_navigation
427,Berrigan Elementary School,Registered Early Childhood Educator (ECE) and Early Learning Assistant (ELA),https://www.ocdsb.ca/careers/registered-early-childhood-educator-ece-and-early-learning-assistant-ela,static_html_listing,,title_is_navigation
427,Berrigan Elementary School,Teaching PositionsLeadership & Professional PositionsAdministrative & Support PositionsPositions with OCDSB Partners,https://www.ocdsb.ca/careers/job-opportunities/teaching-positions2/teaching-positions,static_html_listing,,title_is_navigation
433,BFL CANADA,About UsAbout BFL CANADAThe BFL CANADA AdvantageBoard of DirectorsSenior ManagementMeet our People,https://www.bflcanada.ca/about-us/,ats,ukg_pro,title_is_navigation
428,Bethesda Hospital,About UsBackBoard of DirectorsFrench Language ServicesIndigenous HealthOrganizational StructureOur Strategic PlanPublications & Reports,https://southernhealth.ca/about-us/,static_html_listing,,title_is_navigation
445,Bike Co-op,Youth Leadership for Change,https://www.seuo-uosu.com/student-life/youth-leadership-for-change,static_html_listing,,title_is_navigation
463,Bitstrips,"Manager, Privacy EngineeringEngineeringRegularBellevue; Los Angeles",https://careers.snap.com/job?id=R0046161,static_html_listing,,title_is_navigation
463,Bitstrips,"Manager, Privacy Engineering",https://careers.snap.com/job?id=R0046161,static_html_listing,,title_is_navigation
478,Blue Quills University,Leadership & Management,https://bluequills.ca/Programs/Management/,static_html_listing,,title_is_navigation
478,Blue Quills University,Leadership Certificate,https://bluequills.ca/Programs/Management/Certificate,static_html_listing,,title_is_navigation
478,Blue Quills University,Bachelors in Leadership and Management Degree,https://bluequills.ca/Programs/Management/Degree,static_html_listing,,title_is_navigation
478,Blue Quills University,Services/Community SupportsCultural SensitivityFacilitating CirclesFamily Group ConferenceLeadership AccountabilityRestoring Balance,https://bluequills.ca/About/Jobs,static_html_listing,,title_is_navigation
478,Blue Quills University,Leadership Accountability,https://bluequills.ca/Community/LeadershipAccountability,static_html_listing,,title_is_navigation
498,Booth University College,Our PeopleContact UsOffice of the PresidentStaff and Faculty DirectoryCareersFaculty Publications,https://boothuc.ca/about/our-people/,static_html_listing,,title_is_navigation
504,Boardwalk Real Estate Investment Trust,AboutShow submenu for AboutOur StoryBlogLeadership & Board of Directors,https://www.bwalk.com/en-ca/who-we-are,ats,dayforce,title_is_navigation
504,Boardwalk Real Estate Investment Trust,Leadership & Board of Directors,https://www.bwalk.com/en-ca/leadership-board-of-directors,ats,dayforce,title_is_navigation
508,Boyden,Leadership ConsultingOnboarding & IntegrationAssessment & ProfilingLeadership DevelopmentExecutive & Team CoachingSuccession PlanningBoyden Tools,https://www.boyden.com/leadership-consulting/,static_html_listing,,title_is_navigation
508,Boyden,Leadership Consulting,https://www.boyden.com/leadership-consulting/,static_html_listing,,title_is_navigation
508,Boyden,Leadership Development,https://www.boyden.com/leadership-development/,static_html_listing,,title_is_navigation
508,Boyden,"TechnologyAI, Cloud & SoftwareDigital Transformation LeadershipFintechIT Services & ConsultingMedia, Gaming & Consumer ElectronicsSemiconductor, Infrastructure & Embedded Hardware",https://www.boyden.com/technology/,static_html_listing,,title_is_navigation
508,Boyden,Digital Transformation Leadership,https://www.boyden.com/digital-transformation-leadership/,static_html_listing,,title_is_navigation
508,Boyden,Not-for-ProfitNavigating the Nuances of Philanthropic Leadership: The Search for a Major Gifts Officer,https://www.boyden.com/media/navigating-the-nuances-of-philanthropic-leadership-the-search-65177364/,static_html_listing,,title_is_navigation
508,Boyden,Thought Leadership,https://www.boyden.com/thought-leadership/,static_html_listing,,title_is_navigation
508,Boyden,Leadership,https://www.boyden.com/leadership/,static_html_listing,,title_is_navigation
508,Boyden,"LocationsWith a global footprint and deep local expertise, Boyden’s partners work closely with clients wherever they operate, delivering leadership solutions grounded in regional understanding.",https://www.boyden.com/locations/,static_html_listing,,title_is_navigation
508,Boyden,"Media EnquiriesBoyden Partners are regularly quoted in print and digital media on industry, leadership and local business issues.Media Contact",https://www.boyden.com/media-enquiries/,static_html_listing,,title_is_navigation
508,Boyden,CandidatesBuild a relationship with Boyden and be considered for new opportunities by registering your professional experience within our global leadership database.Submit CV,https://www.boyden.com/cv/,static_html_listing,,title_is_navigation
517,Brampton Civic Hospital,Leadership Team,https://www.williamoslerhs.ca/who-we-are/leadership-team/,ats,smartrecruiters,title_is_navigation
541,British Columbia Securities Commission,Who We AreChair & CommissionersExecutive ManagementStakeholders & Partners,https://www.bcsc.bc.ca/about/who-we-are,ats,taleo,title_is_sentence
545,Brockville General Hospital,Executive Leadership Team,https://www.brockvillegeneralhospital.ca/who-we-are/executive-leadership-team/,static_html_listing,,title_is_navigation
545,Brockville General Hospital,"Meet Emily, Registered Nurse",https://youtu.be/n9dKKdUsuxM?si=ZG93dI6G78VNKFlD,static_html_listing,,title_is_navigation
545,Brockville General Hospital,"Meet Kasey, Registered Nurse",https://youtu.be/kGa6X4u2rf0?si=AGOVi9TTzzjninJ2,static_html_listing,,title_is_navigation
545,Brockville General Hospital,"As a designated Rural Community Hospital, our Registered Nurses and Registered Practical Nurses may be eligible for the Canada Student Loan Forgiveness Program. Please visitCanada websitefor details.",http://www.canada.ca/,static_html_listing,,title_is_navigation
563,Bruyère Continuing Care,About Bruyère HealthLatest NewsBoard of DirectorsSenior Strategy TeamSites and UnitsPublic ReportingAccess to InformationMediaContact us,https://www.bruyere.org/en/about-bruyere,ats,ukg_pro,title_is_navigation
613,Canada Development Investment Corporation,Who We AreAbout CDEVA Unique Crown CorporationMeet the TeamMeet the leaders who are helping to drive our business forwardOur HistoryImpact over decades,https://cdev.gc.ca/who-we-are/,static_html_listing,,title_is_sentence
648,Canadian Association for Social Work Education,About UsBoard of DirectorsOur Commitment to ChangeCommission on AccreditationEditorial BoardCommitteesCaucusesWorking GroupsStaff,https://caswe-acfts.ca/about-us/,static_html_listing,,title_is_navigation
659,Canadian Association of Zoos and Aquariums,AboutWho We AreBoard of DirectorsCaza National OfficeCAZA CommitteesPartnersContact,https://caza.ca/about-us/,ats,dayforce,title_is_sentence
667,Canadian Baptists of Ontario and Quebec,Leadership Resources,https://baptist.ca/resources/church-leaders/leadership-resources/,static_html_listing,,title_is_navigation
680,Canadian Chamber of Commerce,Future of Business SummitCanada’s premier business leadership summit,https://chamber.ca/events/future-of-business-summit/,ats,adp,title_is_navigation
703,Canadian Federation of Independent Business,Supportive Leadership,,ats,dayforce,title_is_navigation
718,Canadian Institute for Advanced Research,PeopleFellows & AdvisorsCIFAR Global ScholarsCanada CIFAR AI ChairsAI Strategy LeadershipLeadershipStaff Directory,https://cifar.ca/fellows-advisors/,ats,bamboohr,title_is_navigation
718,Canadian Institute for Advanced Research,AI Strategy Leadership,https://cifar.ca/ai/ai-strategy-leadership/,ats,bamboohr,title_is_navigation
718,Canadian Institute for Advanced Research,Leadership,https://cifar.ca/leadership/,ats,bamboohr,title_is_navigation
722,Canadian Institute for Advanced Research,PeopleFellows & AdvisorsCIFAR Global ScholarsCanada CIFAR AI ChairsAI Strategy LeadershipLeadershipStaff Directory,https://cifar.ca/fellows-advisors/,ats,bamboohr,title_is_navigation
722,Canadian Institute for Advanced Research,AI Strategy Leadership,https://cifar.ca/ai/ai-strategy-leadership/,ats,bamboohr,title_is_navigation
722,Canadian Institute for Advanced Research,Leadership,https://cifar.ca/leadership/,ats,bamboohr,title_is_navigation
746,Canadian Medical Protective Association,People and cultureLeadership teamPhysician advisorsCareers,https://www.cmpa-acpm.ca/en/about/people-and-culture,ats,jobvite,title_is_navigation
746,Canadian Medical Protective Association,Leadership team,https://www.cmpa-acpm.ca/en/about/people-and-culture/leadership-team,ats,jobvite,title_is_navigation
772,Canadian Real Estate Association,Our LeadershipOur Volunteer CommitteesREALTOR.ca Canada Inc.,https://www.crea.ca/who-we-are/leadership/,ats,adp,title_is_navigation
772,Canadian Real Estate Association,Our Leadership,https://www.crea.ca/who-we-are/leadership/,ats,adp,title_is_navigation
780,Canadian Rockies Regional Division No. 12,Professional LearningInstructional ExcellenceNurturing Excellence in Instructional Leadership (NEIL)Professional Learning CalendarProfessional Learning NetworksShared Vision of Learning,https://www.crps.ca/learn-with-us/professional-learning,static_html_listing,,title_is_navigation
780,Canadian Rockies Regional Division No. 12,Nurturing Excellence in Instructional Leadership (NEIL),https://www.crps.ca/learn-with-us/professional-learning/nurturing-excellence-in-instructional-leadership-neil,static_html_listing,,title_is_navigation
788,Canadian Society for Vascular Surgery,About UsOverviewBylawsPresident's MessageExecutive CommitteeChoosing WiselyNewsContact,https://canadianvascular.ca/About-Us,static_html_listing,,title_is_navigation
802,Canadian Tire Centre,TeamTeam HubSens Contract CentralRosterAlumniHockey OperationsBusiness OperationsStaff DirectoryBelleville SenatorsEmployment OpportunitiesContact Us,https://www.nhl.com/senators/team/index,ats,bamboohr,title_is_navigation
795,Canadian Society of Physician Leaders,About UsHistoryBoard of DirectorsLeadership TeamMember BenefitsPartners,https://physicianleaders.ca/history/,static_html_listing,,title_is_navigation
795,Canadian Society of Physician Leaders,Leadership Team,https://physicianleaders.ca/leadership-team/,static_html_listing,,title_is_navigation
795,Canadian Society of Physician Leaders,EducationWebinars and WorkshopsWhite PaperSaskatchewan Physician Engagement and Leadership (SPEL)Understanding Canadian Physician LeadershipCHLNet Leadership ResourcesCOVID-19 Bulletins,https://physicianleaders.ca/white-paper/,static_html_listing,,title_is_navigation
795,Canadian Society of Physician Leaders,Saskatchewan Physician Engagement and Leadership (SPEL),https://physicianleaders.ca/saskatchewan-physician-engagement-and-leadership-spel/,static_html_listing,,title_is_navigation
795,Canadian Society of Physician Leaders,Understanding Canadian Physician Leadership,https://physicianleaders.ca/understanding-canadian-physician-leadership/,static_html_listing,,title_is_navigation
795,Canadian Society of Physician Leaders,CHLNet Leadership Resources,https://physicianleaders.ca/chlnet-leadership/,static_html_listing,,title_is_navigation
795,Canadian Society of Physician Leaders,ResourcesCanadian Journal of Physician LeadershipLeading The Way PodcastCoachingMentorshipJob Opportunities,https://physicianleaders.ca/canadian-journal-of-physician-leadership/,static_html_listing,,title_is_navigation
795,Canadian Society of Physician Leaders,Canadian Journal of Physician Leadership,https://cjpl.org/,static_html_listing,,title_is_navigation
795,Canadian Society of Physician Leaders,Events & AwardsCanadian Conference on Physician LeadershipChris Carruthers Excellence in Medical Leadership Award,https://physicianleaders.ca/chris-carruthers-award/,static_html_listing,,title_is_navigation
795,Canadian Society of Physician Leaders,Canadian Conference on Physician Leadership,https://physicianleadershipconference.com/,static_html_listing,,title_is_navigation
795,Canadian Society of Physician Leaders,Chris Carruthers Excellence in Medical Leadership Award,https://physicianleaders.ca/chris-carruthers-award/,static_html_listing,,title_is_navigation
795,Canadian Society of Physician Leaders,Saskatchewan Physician Engagement and Leadership (SPEL) research project,https://physicianleaders.ca/saskatchewan-physician-engagement-and-leadership-spel/,static_html_listing,,title_is_navigation
795,Canadian Society of Physician Leaders,LEADerShip Bytes by CHLNet,https://physicianleaders.ca/chlnet-leadership/,static_html_listing,,title_is_navigation
791,Canadian Sleep Society,AboutAdvocacyCSS OfficersHonorary MembersBy-lawsMake a Charitable DonationContact Us,https://css-scs.ca/sleep-centres/employment-opportunities/,static_html_listing,,title_is_navigation
791,Canadian Sleep Society,Registered Sleep Scoring Technologist(s)22/02/2023,https://css-scs.ca/employment-opportunities/registered-sleep-scoring-technologists/,static_html_listing,,title_is_navigation
791,Canadian Sleep Society,Registered Sleep Scoring Technologist(s),https://css-scs.ca/employment-opportunities/registered-sleep-scoring-technologists/,static_html_listing,,title_is_navigation
831,CANEX,Health PromotionFor IndividualsFor CAF Leadership and Units,https://cfmws.ca/support-services/health-wellness/health-promotion,static_html_listing,,title_is_navigation
831,CANEX,For CAF Leadership and Units,https://cfmws.ca/support-services/health-wellness/health-promotion/for-caf-leadership,static_html_listing,,title_is_navigation
831,CANEX,"Financial PlanningIt’s never too early to start planning for your future. SISIP advisors provide personalized advice to all members, regardless of their net worth.Learn more!",https://cfmws.ca/insurance-finance/financial-planning-investments,static_html_listing,,title_is_sentence
835,Canola Council of Canada,About UsCanola Council of CanadaBoard of DirectorsStaffMembersIndustry ContactsStrategic PlanNews ReleasesImage GalleryFinancial ReportsAnnual ReportsOur HistoryEventsCareer Opportunities,https://www.canolacouncil.org/career-opportunities/,static_html_listing,,title_is_navigation
835,Canola Council of Canada,"Career OpportunitiesManager, Corporate Programs (TERM)click to learn more and apply",https://jobs.peoplefirsthr.com/#/jobs/6348,static_html_listing,,title_is_sentence
808,Canadian Water Network,Recognition & EngagementIndigenous Water Management Advisory CommitteeWater Leadership AwardsGlobal Water Research Coalition,https://cwn-rce.ca/careers/,static_html_listing,,title_is_navigation
808,Canadian Water Network,Water Leadership Awards,https://cwn-rce.ca/water-leadership-awards/,static_html_listing,,title_is_navigation
846,CarbonCure Technologies (Canada),About CarbonCureLearn About Our MissionAbout CarbonCureSee How It WorksAbout Our SolutionFind CarbonCure NearbyProducer MapLeadershipAwardsNewsroomBlogCareers @ CarbonCure,https://www.carboncure.com/about/,ats,bamboohr,title_is_navigation
846,CarbonCure Technologies (Canada),Leadership,https://www.carboncure.com/leadership/,ats,bamboohr,title_is_navigation
851,Carleton University,ManagersClick to open inner submenuFlexible ArrangementsManager ResourcesOffboarding,https://carleton.ca/hr/category/for-managers/,static_html_listing,,title_is_navigation
851,Carleton University,ManagersClick to open inner submenu,https://carleton.ca/hr/category/for-managers/,static_html_listing,,title_is_navigation
869,Case IQ,Leadership,https://www.caseiq.com/team,ats,bamboohr,title_is_navigation
885,CCM,Privacy Policy & Officer,https://us.ccmhockey.com/privacypolicy.html,ats,dayforce,title_is_navigation
887,Celestica,About UsWho We AreLocationsExecutive TeamCompany DirectorsCorporate GovernanceCompliance and EthicsInclusion and CollaborationSustainabilityAwardsHistoryCelestica VenturesOur CompaniesAtrennePCI,https://www.celestica.com/about-us/who-we-are,static_html_listing,,title_is_navigation
887,Celestica,Executive Team,https://www.celestica.com/about-us/leadership-team/executive-team,static_html_listing,,title_is_navigation
898,Centennial Public School,Leadership & Professional PositionsManagement & ProfessionalPrincipal & Vice-Principal,https://www.ocdsb.ca/careers/job-opportunities/leadership-positions,static_html_listing,,title_is_navigation
898,Centennial Public School,Leadership & Professional Positions,https://www.ocdsb.ca/careers/job-opportunities/leadership-positions,static_html_listing,,title_is_navigation
898,Centennial Public School,Leadership and Growth,https://www.ocdsb.ca/careers/leadership-and-growth,static_html_listing,,title_is_navigation
898,Centennial Public School,Registered Early Childhood Educator (ECE) and Early Learning Assistant (ELA),https://www.ocdsb.ca/careers/registered-early-childhood-educator-ece-and-early-learning-assistant-ela,static_html_listing,,title_is_navigation
898,Centennial Public School,Teaching PositionsLeadership & Professional PositionsAdministrative & Support PositionsPositions with OCDSB Partners,https://www.ocdsb.ca/careers/job-opportunities/teaching-positions2/teaching-positions,static_html_listing,,title_is_navigation
916,Centre for Biodiversity Genomics,OrganizationLeadershipBoard of ManagementBoard of DirectorsScience CommitteeU of G Advisory BoardPartnerships Committee,https://biodiversitygenomics.net/about/leadership/,static_html_listing,,title_is_navigation
916,Centre for Biodiversity Genomics,Leadership,https://biodiversitygenomics.net/about/leadership/,static_html_listing,,title_is_navigation
854,Carewest,Registered Nurse (20266-0247),https://jobs.lever.co/carewest/275c2fd0-fe4e-4149-8971-f196ea99afe8,ats,lever,title_is_navigation
913,Centre for Addiction and Mental Health,Leadership Team Directory,https://camh.ca/en/driving-change/about-camh/leadership-team-directory?query=*&facets=filter_tags:B1EC0C85877A430C82780319BF2F0774,ats,oracle,title_is_navigation
948,Chapman Mills Marketplace,Join Our Team at RioCan,https://jobs.lever.co/riocan/71806c0c-cef1-4965-b2a9-7690c71204eb,ats,lever,title_is_navigation
975,Chiefs of Ontario,About UsAboutHistoryStaffBoard of DirectorsCareersMedia ReleasesContact Us,https://chiefs-of-ontario.org/about/careers/,static_html_listing,,title_is_navigation
975,Chiefs of Ontario,Women’s InitiativesAbout Women’s InitiativesFirst Nations Women’s CouncilResolutionsRisk Assessment & Danger Assessment Tools (RADAT)Women’s Leadership SummitFirst Nations Women’s REACH Conference,https://chiefs-of-ontario.org/priorities/womens-initiatives/,static_html_listing,,title_is_navigation
975,Chiefs of Ontario,Women’s Leadership Summit,https://chiefs-of-ontario.org/priorities/womens-initiatives/#summit,static_html_listing,,title_is_navigation
975,Chiefs of Ontario,First NationsUnderstanding SovereigntyLeadership Council,https://chiefs-of-ontario.org/about/careers/,static_html_listing,,title_is_navigation
975,Chiefs of Ontario,Leadership Council,https://chiefs-of-ontario.org/firstnations/leadership/,static_html_listing,,title_is_navigation
975,Chiefs of Ontario,First Nations leadership from the Ontario region a,https://www.instagram.com/p/DayaAHrj2c5/,static_html_listing,,title_is_navigation
987,Christie,AwardsCareersChristie logosCookie noticeExecutive profilesIgnite nextgen programNewsroomPartner ProgramOffice locationsSpotlight blogSupplier informationSustainabilityTechnologyTrade shows & events,https://www.christiedigital.com/about/awards/,ats,dayforce,title_is_navigation
997,Churchill Alternative School,Leadership & Professional PositionsManagement & ProfessionalPrincipal & Vice-Principal,https://www.ocdsb.ca/careers/job-opportunities/leadership-positions,static_html_listing,,title_is_navigation
997,Churchill Alternative School,Leadership & Professional Positions,https://www.ocdsb.ca/careers/job-opportunities/leadership-positions,static_html_listing,,title_is_navigation
997,Churchill Alternative School,Leadership and Growth,https://www.ocdsb.ca/careers/leadership-and-growth,static_html_listing,,title_is_navigation
997,Churchill Alternative School,Registered Early Childhood Educator (ECE) and Early Learning Assistant (ELA),https://www.ocdsb.ca/careers/registered-early-childhood-educator-ece-and-early-learning-assistant-ela,static_html_listing,,title_is_navigation
997,Churchill Alternative School,Teaching PositionsLeadership & Professional PositionsAdministrative & Support PositionsPositions with OCDSB Partners,https://www.ocdsb.ca/careers/job-opportunities/teaching-positions2/teaching-positions,static_html_listing,,title_is_navigation
1012,City of Ottawa,Working HereWhy us?Core behavioursLeadership competencies,https://jobs-emplois.ottawa.ca/city-jobs?locale=en_GB,ats,recruitee,title_is_navigation
1012,City of Ottawa,Leadership competencies,https://jobs-emplois.ottawa.ca/city-jobs/content/Leadership-competencies/?locale=en_GB,ats,recruitee,title_is_navigation
1054,Colonnade BridgePort,About UsLeadershipHistoryWorking HereGiving Back,https://colonnadebridgeport.ca/about/,ats,adp,title_is_navigation
1054,Colonnade BridgePort,Leadership,https://colonnadebridgeport.ca/about/leadership/,ats,adp,title_is_navigation
1059,Colliers Project Leaders,We are leaders,,ats,icims,title_is_sentence
1059,Colliers Project Leaders,We are trusted advisors,,ats,icims,title_is_sentence
1059,Colliers Project Leaders,"We are leaders, using our expertise to guide our clients into the future.",,ats,icims,title_is_sentence
1059,Colliers Project Leaders,"We are trusted advisors, building relationships to drive enduring value.",,ats,icims,title_is_sentence
