record_id,source_file,source_row,organization_name_original,unresolved_q_identifier,input_website,final_website,canonical_website,normalized_domain,original_status,career_url,link_text,score,ats_provider_detected,evidence,candidate_count,initial_classification,classification_reason,retry_category,recommended_next_action,processing_queue,error,organization_name_resolved,ottawa_relationship,ottawa_evidence,validation_status,validation_notes,last_processed
66,found.csv,67,Adecco,no,https://adecco.com/,https://www.adecco.com/,https://www.adecco.com/,adecco.com,FOUND,https://www.adecco.com/find-a-job,Find a Job,80,,strong careers/jobs link text,6,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
71,found.csv,72,Aero Montreal (Canada),no,https://aeromontreal.ca/,https://aeromontreal.ca/,https://aeromontreal.ca/,aeromontreal.ca,FOUND,https://aeromontreal.ca/carrieres/,Carrières,140,,strong careers/jobs link text; careers/jobs URL path,2,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
81,found.csv,82,Agilus Work Solutions,no,https://agilus.ca/,https://www.agilus.ca/,https://www.agilus.ca/,agilus.ca,FOUND,https://www.agilus.ca/job-seekers/,Find a Job,80,,strong careers/jobs link text,2,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
114,found.csv,115,Air Quality Health Index,no,https://coteairsante.ca/,https://www.canada.ca/fr/environnement-changement-climatique/services/cote-air-sante.html,https://www.canada.ca/fr/environnement-changement-climatique/services/cote-air-sante.html,canada.ca,FOUND,https://www.canada.ca/fr/services/emplois.html,Emplois et milieu de travail,80,,strong careers/jobs link text,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
134,found.csv,135,Albi le Géant,no,https://albilegeant.com/,https://www.albilegeant.com/fr/,https://www.albilegeant.com/fr/,albilegeant.com,FOUND,https://www.albilegeant.com/fr/emplois/travailler-chez-albi/,Emploi,140,,strong careers/jobs link text; careers/jobs URL path,2,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
140,found.csv,141,Alimentation Couche-Tard,no,https://couche-tard.com/,https://www.couche-tard.com/,https://www.couche-tard.com/,couche-tard.com,FOUND,https://www.couche-tard.com/%C3%A0-propos/postuler,"Image Décroche une job, aucun CV requis! En savoir plus → En savoir plus orange-background",80,,strong careers/jobs link text,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
146,found.csv,147,Alliance du personnel professionnel et technique de la santé et des services sociaux,no,https://aptsq.com/,https://aptsq.com/,https://aptsq.com/,aptsq.com,FOUND,https://aptsq.com/a-propos/carrieres/,Carrières,140,,strong careers/jobs link text; careers/jobs URL path,2,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
148,found.csv,149,Alliance des radios communautaires du Canada,no,https://allianceradios.ca/,https://allianceradios.ca/,https://allianceradios.ca/,allianceradios.ca,FOUND,https://allianceradios.ca/carrieres/,Carrières,140,,strong careers/jobs link text; careers/jobs URL path,2,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
150,found.csv,151,Alliance des professeures et professeurs de Montréal,no,https://alliancedesprofs.qc.ca/,https://alliancedesprofs.qc.ca/,https://alliancedesprofs.qc.ca/,alliancedesprofs.qc.ca,FOUND,https://alliancedesprofs.qc.ca/emplois,Emplois,140,,strong careers/jobs link text; careers/jobs URL path,3,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
151,found.csv,152,Allô mon Coco,no,https://allomoncoco.com/,https://allomoncoco.com/,https://allomoncoco.com/,allomoncoco.com,FOUND,https://allomoncoco.com/carriere/,Carrière​,140,,strong careers/jobs link text; careers/jobs URL path,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
163,found.csv,164,AlterGo,no,https://altergo.ca/,https://altergo.ca/fr/,https://altergo.ca/fr/,altergo.ca,FOUND,https://altergo.ca/fr/simpliquer/emplois-et-stages/,Emplois et stages,80,,strong careers/jobs link text,2,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
168,found.csv,169,"Aluminium Refining, Degassing and Filtering (Canada)",no,https://stas.com/,https://www.stas.com/,https://www.stas.com/,stas.com,FOUND,https://stasemploi.com/,Carrière,80,,strong careers/jobs link text,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
173,found.csv,174,Ambrose University,no,https://ambrose.edu/,https://ambrose.edu/,https://ambrose.edu/,ambrose.edu,FOUND,https://ambrose.edu/meet-ambrose/current-openings/,Current Openings,80,,strong careers/jobs link text,4,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
177,found.csv,178,Alternatives,no,https://alternatives.ca/,https://www.alternatives.ca/,https://www.alternatives.ca/,alternatives.ca,FOUND,https://www.alternatives.ca/emplois/,Emplois,140,,strong careers/jobs link text; careers/jobs URL path,2,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
185,found.csv,186,Amqui Hospital,no,https://cisss-bsl.gouv.qc.ca/,https://www.cisss-bsl.gouv.qc.ca/,https://www.cisss-bsl.gouv.qc.ca/,cisss-bsl.gouv.qc.ca,FOUND,https://emplois.cisssbsl.com/,Emplois offerts,80,,strong careers/jobs link text,5,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
198,found.csv,199,Animal Nutrition Association of Canada,no,https://anacan.org/,https://www.anacan.org/,https://www.anacan.org/,anacan.org,FOUND,https://www.anacan.org/feed-industry/job-postings/,Job Postings,80,,strong careers/jobs link text,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
219,found.csv,220,Arbressence (Canada),no,https://arbressence.ca/,https://arbressence.ca/,https://arbressence.ca/,arbressence.ca,FOUND,https://arbressence.ca/carriere/,Carrières,140,,strong careers/jobs link text; careers/jobs URL path,2,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
221,found.csv,222,Archambault,no,https://archambault.ca/,https://www.archambault.ca/,https://www.archambault.ca/,archambault.ca,FOUND,https://www.archambault.ca/A-propos/Carrieres,Carrières,140,,strong careers/jobs link text; careers/jobs URL path,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
225,found.csv,226,Arbec Forest Products (Canada),no,https://arbec.ca/,https://www.arbec.ca/,https://www.arbec.ca/,arbec.ca,FOUND,https://www.arbec.ca/emplois,EMPLOIS,140,,strong careers/jobs link text; careers/jobs URL path,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
229,found.csv,230,Archives Society of Alberta,no,https://archivesalberta.org/,https://archivesalberta.org/,https://archivesalberta.org/,archivesalberta.org,FOUND,https://archivesalberta.org/resources/job-postings/,job postings,80,,strong careers/jobs link text,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
240,found.csv,241,Arctus Inc. (Canada),no,https://arctus.ca/,https://arctus.ca/,https://arctus.ca/,arctus.ca,FOUND,https://arctus.ca/carriere/,Carrière Carrière,140,,strong careers/jobs link text; careers/jobs URL path,2,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
245,found.csv,246,Artificial Insemination Center of Quebec,no,https://ciaq.com/,https://ciaq.com/,https://ciaq.com/,ciaq.com,FOUND,https://ciaq.com/emplois-disponibles/,Carrière,80,,strong careers/jobs link text,2,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
256,found.csv,257,Association Canadienne d'Education de Langue Française,no,https://acelf.ca/,https://acelf.ca/,https://acelf.ca/,acelf.ca,FOUND,https://acelf.ca/emploi,Ça m'intéresse,60,,careers/jobs URL path,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
259,found.csv,260,Association canadienne des réviseurs,no,https://reviseurs.ca/,https://reviseurs.ca/,https://reviseurs.ca/,reviseurs.ca,FOUND,https://reviseurs.ca/membres/trouvez-travail/tableau,Tableau d'affichage des offres d'emploi,80,,strong careers/jobs link text,5,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
262,found.csv,263,Association canadienne-française de l'Alberta,no,https://acfa.ab.ca/,https://acfa.ab.ca/,https://acfa.ab.ca/,acfa.ab.ca,FOUND,https://acfa.ab.ca/la-francophonie-albertaine/offres-demploi/,Offres d’emploi,80,,strong careers/jobs link text,2,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
263,found.csv,264,Association des Médecins d'Urgence du Quebec,no,https://amuq.qc.ca/,https://amuq.qc.ca/,https://amuq.qc.ca/,amuq.qc.ca,FOUND,https://amuq.qc.ca/emploi-depannage/emploi-et-depannage/,Emploi et dépannage,80,,strong careers/jobs link text,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
264,found.csv,265,Association des designers industriels du Québec,no,https://adiq.qc.ca/,https://www.adiq.qc.ca/fr/,https://www.adiq.qc.ca/fr/,adiq.qc.ca,FOUND,https://www.adiq.qc.ca/fr/emplois-stages,Zone Emplois & Stages,80,,strong careers/jobs link text,2,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
265,found.csv,266,Association des Scouts du Canada,no,https://scoutsducanada.ca/,https://scoutsducanada.ca/,https://scoutsducanada.ca/,scoutsducanada.ca,FOUND,https://scoutsducanada.ca/carriere/,work-case-filled Carrière,140,,strong careers/jobs link text; careers/jobs URL path,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
266,found.csv,267,Association des Pharmaciens des Établissements de Santé du Québec (A.P.E.S.),no,https://apesquebec.org/,https://www.apesquebec.org/accueil,https://www.apesquebec.org/accueil,apesquebec.org,FOUND,https://www.apesquebec.org/offres-d-emploi,Offres d'emploi,140,,strong careers/jobs link text; careers/jobs URL path,2,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
268,found.csv,269,Association des Orthopédagogues du Québec,no,https://ladoq.ca/,https://www.ladoq.ca/fr/,https://www.ladoq.ca/fr/,ladoq.ca,FOUND,https://www.ladoq.ca/fr/offres-demploi,Offres d'emploi et petites annonces,80,,strong careers/jobs link text,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
269,found.csv,270,Association franco-yukonnaise,no,https://afy.ca/,https://afy.ca/,https://afy.ca/,afy.ca,FOUND,https://afy.ca/services/aide-a-lemploi,Aide à l’emploi,80,,strong careers/jobs link text,3,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
270,found.csv,271,Association of Manitoba Municipalities,no,https://amm.mb.ca/,https://amm.mb.ca/,https://amm.mb.ca/,amm.mb.ca,FOUND,https://amm.mb.ca/services/job-postings/,Job Postings,80,,strong careers/jobs link text,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
272,found.csv,273,Association of Nova Scotia Museums,no,https://ansm.ns.ca/,https://ansm.ns.ca/,https://ansm.ns.ca/,ansm.ns.ca,FOUND,https://ansm.ns.ca/job-board/,Job Board,80,,strong careers/jobs link text,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
275,found.csv,276,Association Québécoise du Personnel de Direction des Ecoles,no,https://aqpde.ca/,https://aqpde.ca/,https://aqpde.ca/,aqpde.ca,FOUND,https://aqpde.ca/tout-offre-emploi/,Offres d'emploi,80,,strong careers/jobs link text,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
277,found.csv,278,Association des archivistes du Québec,no,https://archivistes.qc.ca/,https://www.archivistes.qc.ca/fr/,https://www.archivistes.qc.ca/fr/,archivistes.qc.ca,FOUND,https://www.archivistes.qc.ca/fr/services-et-ressources/espace-emploi-1032,Espace emploi,80,,strong careers/jobs link text,5,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
278,found.csv,279,Assumption University,no,https://assumptionu.ca/,https://assumptionu.ca/,https://assumptionu.ca/,assumptionu.ca,FOUND,https://assumptionu.ca/job-positions/,Job Positions,80,,strong careers/jobs link text,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
282,found.csv,283,Atelier cent pressions,no,https://ccat.qc.ca/,https://ccat.qc.ca/,https://ccat.qc.ca/,ccat.qc.ca,FOUND,https://ccat.qc.ca/emplois/,Emplois,140,,strong careers/jobs link text; careers/jobs URL path,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
291,found.csv,292,ASSQ (Statistics),no,https://association-assq.qc.ca/,https://www.association-assq.qc.ca/,https://www.association-assq.qc.ca/,association-assq.qc.ca,FOUND,https://www.association-assq.qc.ca/emplois/,Emplois,140,,strong careers/jobs link text; careers/jobs URL path,2,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
295,found.csv,296,Atlantic Filmmakers Cooperative,no,https://afcoop.ca/,https://afcoop.ca/,https://afcoop.ca/,afcoop.ca,FOUND,https://afcoop.ca/jobboard/,Job Board,80,,strong careers/jobs link text,2,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
300,found.csv,301,AUB44 by Aubainerie,no,https://aubainerie.com/,https://aubainerie.com/,https://aubainerie.com/,aubainerie.com,FOUND,https://aubainerie.com/pages/carrieres,Carrières,140,,strong careers/jobs link text; careers/jobs URL path,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
304,found.csv,305,Atwill-Morin,no,https://atwill-morin.com/,https://atwill-morin.com/,https://atwill-morin.com/,atwill-morin.com,FOUND,https://atwill-morin.com/carrieres/,Carrières,140,,strong careers/jobs link text; careers/jobs URL path,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
320,found.csv,321,Autorité des marchés financiers,no,https://lautorite.qc.ca/,https://lautorite.qc.ca/grand-public,https://lautorite.qc.ca/grand-public,lautorite.qc.ca,FOUND,https://lautorite.qc.ca/carrieres,Carrières,140,,strong careers/jobs link text; careers/jobs URL path,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
323,found.csv,324,Authentik Canada,no,https://authentikcanada.com/,https://www.authentikcanada.com/fr-fr,https://www.authentikcanada.com/fr-fr,authentikcanada.com,FOUND,https://www.authentikcanada.com/fr-fr/emploi-tourisme-montreal,Emplois,80,,strong careers/jobs link text,2,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
328,found.csv,329,Autorité régionale de transport métropolitain,no,https://artm.quebec/,https://www.artm.quebec/,https://www.artm.quebec/,artm.quebec,FOUND,https://www.artm.quebec/emplois/,Emplois,140,,strong careers/jobs link text; careers/jobs URL path,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
330,found.csv,331,Atlantic Salmon Federation,no,https://asf.ca/,https://www.asf.ca/,https://www.asf.ca/,asf.ca,FOUND,https://www.asf.ca/job-ad-communications-officer-full-time/,Job Ad – Communications Officer (full time) Job Ad – Communications Officer (full time),80,,strong careers/jobs link text,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
337,found.csv,338,B.C. Aboriginal Child Care Society,no,https://acc-society.bc.ca/,https://www.acc-society.bc.ca/,https://www.acc-society.bc.ca/,acc-society.bc.ca,FOUND,https://www.acc-society.bc.ca/services/job-postings/,Job Board,80,,strong careers/jobs link text,2,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
363,found.csv,364,Barreau de Québec,no,https://barreaudequebec.ca/,https://barreaudequebec.ca/,https://barreaudequebec.ca/,barreaudequebec.ca,FOUND,https://barreaudequebec.ca/avocats/offres-demplois-disponibles/,Offres d’emplois disponibles,80,,strong careers/jobs link text,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
365,found.csv,366,Barreau du Bas-Saint-Laurent—Gaspésie—Îles-de-la-Madeleine,no,https://barreaubslgim.com/,https://barreaubslgim.com/,https://barreaubslgim.com/,barreaubslgim.com,FOUND,https://barreaubslgim.com/offre-demploi-ville-de-rimouski/,OFFRE D’EMPLOI – Ville de Rimouski – Candidature jusqu’au 3 novembre 2025Voici l'offre d'emploi pour la Ville de Rimouski : https://…29 octobre 2025/par Annick Bédard OFFRE D’EMPLOI – Ville de Rimouski – Candidature jusqu’au 3 novembre 2025,80,,strong careers/jobs link text,2,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
366,found.csv,367,Barreau de Richelieu,no,https://barreaurichelieu.ca/,https://barreaurichelieu.ca/,https://barreaurichelieu.ca/,barreaurichelieu.ca,FOUND,https://barreaurichelieu.ca/avis-et-nouvelles/,"Avis, nouvelles et offres d’emploi",80,,strong careers/jobs link text,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
368,found.csv,369,Barreau de l'Outaouais,no,https://barreauoutaouais.qc.ca/,https://www.barreauoutaouais.qc.ca/,https://www.barreauoutaouais.qc.ca/,barreauoutaouais.qc.ca,FOUND,https://www.barreauoutaouais.qc.ca/juristes-et-avocats/offres-demploi-et-stages,Offres d'emploi et stages,80,,strong careers/jobs link text,4,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
372,found.csv,373,Barrhaven Optometric Centre,no,https://barrhavenoptometric.com/,https://www.barrhavenoptometric.com/,https://www.barrhavenoptometric.com/,barrhavenoptometric.com,FOUND,https://www.barrhavenoptometric.com/job-action,OHIP Job Action,80,,strong careers/jobs link text,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
404,found.csv,405,Beaudoin Construction,no,https://beaudoinconstruction.ca/,https://beaudoinconstruction.ca/,https://beaudoinconstruction.ca/,beaudoinconstruction.ca,FOUND,https://beaudoinconstruction.ca/carrieres/,Carrières,140,,strong careers/jobs link text; careers/jobs URL path,4,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
416,found.csv,417,Berintek Garage Doors Inc.,no,https://garagedoorsberintek.ca/,https://garagedoorsberintek.ca/,https://garagedoorsberintek.ca/,garagedoorsberintek.ca,FOUND,https://share.google/oZny2MUYTIAicDkam,"Leo and his crew did a fantastic job in replacing our 28 year old garage door. Communications from the onset were great, and on the day of the replacement, the tear down and rebuild of the garage door was so efficient and we are very happy with the new door. Well done Leo & crew.",80,,strong careers/jobs link text,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
417,found.csv,418,Benny & Co.,no,https://benny-co.com/,https://www.benny-co.com/,https://www.benny-co.com/,benny-co.com,FOUND,https://www.benny-co.com/carriere/,Carrières,140,,strong careers/jobs link text; careers/jobs URL path,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
422,found.csv,423,Bernier & Associates,no,https://bernierassocies.com/,https://www.bernierassocies.com/,https://www.bernierassocies.com/,bernierassocies.com,FOUND,https://www.bernierassocies.com/a-propos/carriere,CARRIÈRE,140,,strong careers/jobs link text; careers/jobs URL path,3,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
434,found.csv,435,Bicycles Quilicot,no,https://bicyclesquilicot.com/,https://www.bicyclesquilicot.com/,https://www.bicyclesquilicot.com/,bicyclesquilicot.com,FOUND,https://www.bicyclesquilicot.com/pages/emploi,Carrières,140,,strong careers/jobs link text; careers/jobs URL path,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
438,found.csv,439,Bibliothèque et Archives nationales du Québec,no,https://banq.qc.ca/,https://www.banq.qc.ca/,https://www.banq.qc.ca/,banq.qc.ca,FOUND,https://www.banq.qc.ca/emploi/,Emplois,140,,strong careers/jobs link text; careers/jobs URL path,2,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
450,found.csv,451,Biokinetics,no,https://biokinetics.com/,https://biokinetics.com/,https://biokinetics.com/,biokinetics.com,FOUND,https://biokinetics.com/testing-services/ballistics/,"Ballistics Whether it is armour for vehicles or personnel, Biokinetics has the tools, people, and experience to get the job done. We perform ballistics testing on armour products with our military, law enforcement.",80,,strong careers/jobs link text,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
457,found.csv,458,Biopterre,no,https://biopterre.com/,https://www.biopterre.com/,https://www.biopterre.com/,biopterre.com,FOUND,https://www.biopterre.com/carrieres/,Carrières,140,,strong careers/jobs link text; careers/jobs URL path,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
491,found.csv,492,Boîte à science,no,https://boiteascience.com/,https://boiteascience.com/,https://boiteascience.com/,boiteascience.com,FOUND,https://boiteascience.com/carriere/,Carrières,140,,strong careers/jobs link text; careers/jobs URL path,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
494,found.csv,495,Boisaco (Canada),no,https://boisaco.com/,https://www.boisaco.com/,https://www.boisaco.com/,boisaco.com,FOUND,https://www.boisaco.com/carrieres,Carrières,140,,strong careers/jobs link text; careers/jobs URL path,2,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
514,found.csv,515,Bouge de là,no,https://bougedela.org/,https://bougedela.org/fr/,https://bougedela.org/fr/,bougedela.org,FOUND,https://bougedela.org/fr/la-compagnie/l-equipe/,Offres d’emplois,80,,strong careers/jobs link text,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
523,found.csv,524,Bravo Telecom,no,https://bravotelecom.com/,https://www.bravotelecom.com/,https://www.bravotelecom.com/,bravotelecom.com,FOUND,https://www.bravotelecom.com/carrieres/,Carrières,140,,strong careers/jobs link text; careers/jobs URL path,1,needs_content_validation,Candidate is inconclusive from URL and link text,,content_validation,uncertain_found,,,,,unreviewed,,2026-07-17
